RICE;RICE_KEY;RICE base;Tipo comparação;Presente Empresa;Presente Consultoria;Origem;Qtd registros na origem;Fases encontradas na origem;Responsáveis consolidados;Status consolidado origem;Fase consolidada origem;Total registros Empresa;Total registros Consultoria;__origem;__arquivo;Identificação da tarefa;Nome da tarefa;Categoria;Meta;Status;Prioridade;Atribuído a;Criado por;Criado em;Data de conclusão;Data de início;É Recorrente;Atrasados;Concluído em;Concluída por;Itens concluídos da lista de verificação;Itens da lista de verificação;Rótulos;Notas
PVF.SF#12.01;PVF.SF#12.01;PVF.SF#12.01;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Giselli Schneider - Export Department; Kelvin Klein; Janpier Leidens - Programa Conecta";Em andamento;07|Pré-Teste|Cons;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;RjNiAd9rJkaaWJsUBGljCmUAJwtv;PVF.SF#12.01 - Recebe Pré-Cadastro de Cliente  (PVF#12);07|Pré-Teste|Cons;;Em andamento;Média;"Giselli Schneider - Export Department;Kelvin Klein;Janpier Leidens - Programa Conecta";Jean Piere Moretto;2026-01-29;2026-02-03;2026-01-27;;true;;;;;19|Oracle/Ninecon;
PVF.SF#12.01;PVF.SF#12.01;PVF.SF#12.01;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;"Wendel Andrade - Ninecon; Leandro Rosa; Mario Junio da Silva; Osni Campos";Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;33XHJxq3lUeSLF642Cugt2UABqnu;PVF.SF#12.01;10|Deploy;;Concluída;Urgente;"Wendel Andrade - Ninecon;Leandro Rosa;;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-02-17;2025-12-14;;false;2026-02-25;Wendel Andrade - Ninecon;;;"Ninecon;Inicio SIT";Recebe Pré-Cadastro de Cliente  (PVF#12)
PVF.SF#19.01;PVF.SF#19.01;PVF.SF#19.01;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Giselli Schneider - Export Department; Ana Claudia Schaffer | Contas a receber | Grupo Pluma; Kelvin Klein; Janpier Leidens - Programa Conecta";Não iniciado;04|Doc. Técnica (ET);13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;rmsuSyZsSU27sNWUMB64x2UAOgYB;"PVF.SF#34.01|PVF#24|PVF.SF#19.01|PVF.SF.W78 - Envia dos Status para SF (Histórico de Pedidos); (PVF#34 (novo) pré-requisito  PVF#24)";04|Doc. Técnica (ET);;Não iniciado;Média;"Giselli Schneider - Export Department;Ana Claudia Schaffer | Contas a receber | Grupo Pluma;Kelvin Klein;Janpier Leidens - Programa Conecta";Jean Piere Moretto;2026-01-29;2025-12-26;2025-12-19;;true;;;;;19|Oracle/Ninecon;
PVF.SF#19.01;PVF.SF#19.01;PVF.SF#19.01;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;"Jonatan Molossi; Leandro Rosa; Mario Junio da Silva; Osni Campos";Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;LH5Yd7oMDUCWU8hvarqQhWUAAoVu;PVF.SF#34.01|PVF#24|PVF.SF#19.01|PVF.SF.W78;10|Deploy;;Concluída;Urgente;"Jonatan Molossi;Leandro Rosa;;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-02-26;;;false;2026-04-07;;;;"Ninecon;Inicio SIT";"Envia dos Status para SF (Histórico de Pedidos); (PVF#34 (novo) pré-requisito  PVF#24)
Doc finalizado: PVF.SF#34.01"
PVF.SF#25.1;PVF.SF#25.1;PVF.SF#25.1;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Giselli Schneider - Export Department; Rafael da Silva Brandao; Josimesio Pereira - Programa Conecta; Adla Jaqueline - Programa Conecta; Kelvin Klein; Janpier Leidens - Programa Conecta";Não iniciado;00|Não Iniciado;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;9xhIQBnBREaMnHHiWMcmw2UAI1l2;PVF#25|GES#25|PVF.SF#25.1 - PVF4.11.0030 - Recebimento da requisição para Criação de Pedido;00|Não Iniciado;;Não iniciado;Média;"Giselli Schneider - Export Department;Rafael da Silva Brandao;Adla Jaqueline - Programa Conecta;Kelvin Klein;Janpier Leidens - Programa Conecta";Jean Piere Moretto;2026-01-29;2025-10-07;2025-10-07;;true;;;;;19|Oracle/Ninecon;
PVF.SF#25.1;PVF.SF#25.1;PVF.SF#25.1;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;"Wendel Andrade - Ninecon; Leandro Rosa; Isabella Cristina Genuino";Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;2ddVJgjuYEmW6WQE4vXw72UAGuuc;PVF#25|GES#25|PVF.SF#25.1IPVF#29_5 – Devolução Vendas;10|Deploy;;Concluída;Urgente;"Wendel Andrade - Ninecon;Leandro Rosa;Isabella Cristina Genuino";;2026-02-26;2026-02-10;;;false;2026-03-13;;;;"Ninecon;Inicio SIT";
PVF.SF#25.1_1;PVF.SF#25.1_1;PVF.SF#25.1_1;Só na Consultoria;Não;Sim;Consultoria;1;10|Deploy;"Wendel Andrade - Ninecon; Leandro Rosa; Marcelo Marques; Mario Junio da Silva; Osni Campos";Concluída;10|Deploy;0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;5pUIiPBX702DSdPUqqmDE2UAB30a;PVF#25|GES#25|PVF.SF#25.1_1 -vendas;10|Deploy;;Concluída;Urgente;"Wendel Andrade - Ninecon;Leandro Rosa;;Marcelo Marques;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-02-10;;;false;2026-02-26;;;;"Ninecon;Inicio SIT";Recebimento da requisição para Criação de Pedido
PVF.SF#25.1_2;PVF.SF#25.1_2;PVF.SF#25.1_2;Só na Consultoria;Não;Sim;Consultoria;1;10|Deploy;"Wendel Andrade - Ninecon; Leandro Rosa; Isabella Cristina Genuino";Concluída;10|Deploy;0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;vHv_0r3uoUCkJa95dDnSWWUAAdbW;PVF#25|GES#25|PVF.SF#25.1_2- Remessas;10|Deploy;;Concluída;Urgente;"Wendel Andrade - Ninecon;Leandro Rosa;Isabella Cristina Genuino";;2026-02-26;2026-02-10;;;false;2026-02-26;;;;"Ninecon;Inicio SIT";
PVF.SF#25.1_3;PVF.SF#25.1_3;PVF.SF#25.1_3;Só na Consultoria;Não;Sim;Consultoria;1;10|Deploy;"Wendel Andrade - Ninecon; Leandro Rosa; Isabella Cristina Genuino";Concluída;10|Deploy;0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;U_nEH-mqCkm139d7QkNrUWUAGQtW;PVF#25|GES#25|PVF.SF#25.1_3 - Transferências;10|Deploy;;Concluída;Urgente;"Wendel Andrade - Ninecon;Leandro Rosa;Isabella Cristina Genuino";;2026-02-26;2026-02-10;;;false;2026-02-27;;;;"Ninecon;Inicio SIT";
PVF.SF#25.1_4;PVF.SF#25.1_4;PVF.SF#25.1_4;Só na Consultoria;Não;Sim;Consultoria;1;10|Deploy;"Wendel Andrade - Ninecon; Leandro Rosa; Isabella Cristina Genuino";Concluída;10|Deploy;0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;owqkqUSeCkSA8sKvTsNpQ2UALFww;PVF#25|GES#25|PVF.SF#25.1_4 – Devolução Compras;10|Deploy;;Concluída;Urgente;"Wendel Andrade - Ninecon;Leandro Rosa;Isabella Cristina Genuino";;2026-02-26;2026-02-10;;;false;2026-03-20;;;;"Ninecon;Inicio SIT";
PVF.SF#25.1_6;PVF.SF#25.1_6;PVF.SF#25.1_6;Só na Consultoria;Não;Sim;Consultoria;1;06|Bloqueado;"Wendel Andrade - Ninecon; Leandro Rosa; Isabella Cristina Genuino";Em andamento;06|Bloqueado;0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;6VtjfZ2YVEKn3O0aN_5blGUAOPw5;PVF#25|GES#25|PVF.SF#25.1_6 – NF fechamento Lotes;06|Bloqueado;;Em andamento;Urgente;"Wendel Andrade - Ninecon;Leandro Rosa;Isabella Cristina Genuino";;2026-02-26;2026-02-10;;;true;;;;;"Ninecon;Inicio SIT";
PVF.SF#25.1_7;PVF.SF#25.1_7;PVF.SF#25.1_7;Só na Consultoria;Não;Sim;Consultoria;1;10|Deploy;"Wendel Andrade - Ninecon; Leandro Rosa; Isabella Cristina Genuino";Concluída;10|Deploy;0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;zs2HVOU7d0Chmbo9NFYEvGUAMknv;PVF#25|GES#25|PVF.SF#25.1_7 – NF Produtor;10|Deploy;;Concluída;Urgente;"Wendel Andrade - Ninecon;Leandro Rosa;Isabella Cristina Genuino";;2026-02-26;2026-02-10;;;false;2026-03-24;;;;"Ninecon;Inicio SIT";
PVF.SF#25.1_8;PVF.SF#25.1_8;PVF.SF#25.1_8;Só na Consultoria;Não;Sim;Consultoria;1;10|Deploy;"Wendel Andrade - Ninecon; Leandro Rosa; Isabella Cristina Genuino";Concluída;10|Deploy;0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;0zPQfe1DRkWItpVC2Ojd3GUAAfgJ;PVF#25|GES#25|PVF.SF#25.1_8 – Milho Fixar;10|Deploy;;Concluída;Urgente;"Wendel Andrade - Ninecon;Leandro Rosa;Isabella Cristina Genuino";;2026-02-26;2026-02-10;;;false;2026-05-06;Isabella Cristina Genuino;;;"Ninecon;Inicio SIT";
PVF.SF#34.01;PVF.SF#34.01;PVF.SF#34.01;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Giselli Schneider - Export Department; Ana Claudia Schaffer | Contas a receber | Grupo Pluma; Kelvin Klein; Janpier Leidens - Programa Conecta";Não iniciado;04|Doc. Técnica (ET);13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;rmsuSyZsSU27sNWUMB64x2UAOgYB;"PVF.SF#34.01|PVF#24|PVF.SF#19.01|PVF.SF.W78 - Envia dos Status para SF (Histórico de Pedidos); (PVF#34 (novo) pré-requisito  PVF#24)";04|Doc. Técnica (ET);;Não iniciado;Média;"Giselli Schneider - Export Department;Ana Claudia Schaffer | Contas a receber | Grupo Pluma;Kelvin Klein;Janpier Leidens - Programa Conecta";Jean Piere Moretto;2026-01-29;2025-12-26;2025-12-19;;true;;;;;19|Oracle/Ninecon;
PVF.SF#34.01;PVF.SF#34.01;PVF.SF#34.01;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;"Jonatan Molossi; Leandro Rosa; Mario Junio da Silva; Osni Campos";Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;LH5Yd7oMDUCWU8hvarqQhWUAAoVu;PVF.SF#34.01|PVF#24|PVF.SF#19.01|PVF.SF.W78;10|Deploy;;Concluída;Urgente;"Jonatan Molossi;Leandro Rosa;;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-02-26;;;false;2026-04-07;;;;"Ninecon;Inicio SIT";"Envia dos Status para SF (Histórico de Pedidos); (PVF#34 (novo) pré-requisito  PVF#24)
Doc finalizado: PVF.SF#34.01"
PVF.SF#35.01;PVF.SF#35.01;PVF.SF#35.01;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Giselli Schneider - Export Department; Ana Claudia Schaffer | Contas a receber | Grupo Pluma; Kelvin Klein; Janpier Leidens - Programa Conecta; Filipe  Faiole Moura";Não iniciado;03|Aprov. (EF);13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;eTxuDES0BkSxalzPONgIimUADbrA;"PVF.SF#35.01 - Envia de Boleto campo BLOB (Base 64);  (PVF#35 (novo) pré-requisito  PVF#08)";03|Aprov. (EF);;Não iniciado;Média;"Filipe  Faiole Moura;Giselli Schneider - Export Department;Ana Claudia Schaffer | Contas a receber | Grupo Pluma;Kelvin Klein;Janpier Leidens - Programa Conecta";Jean Piere Moretto;2026-01-29;2025-12-18;2025-12-11;;true;;;;;"25|Bloqueado;19|Oracle/Ninecon";EF bloqueada devido a mudança na disponibilização do boleto
PVF.SF#35.01;PVF.SF#35.01;PVF.SF#35.01;RICE igual;Sim;Sim;Consultoria;1;08|Pré-Teste|Parceiro;"Wendel Andrade - Ninecon; Leandro Rosa; Mario Junio da Silva; Osni Campos";Em andamento;08|Pré-Teste|Parceiro;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;kIdUTvDAH0mJf_tuctJTyGUAG3-f;PVF.SF#35.01;08|Pré-Teste|Parceiro;;Em andamento;Importante;"Wendel Andrade - Ninecon;Leandro Rosa;;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-04-17;;;true;;;;;"Ninecon;Inicio SIT";"Envia de Boleto campo BLOB (Base 64);  (PVF#35 (novo) pré-requisito  PVF#08)"
PVF.SF#36.01;PVF.SF#36.01;PVF.SF#36.01;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Giselli Schneider - Export Department; Kelvin Klein; Janpier Leidens - Programa Conecta; Ana Claudia Schaffer | Contas a receber | Grupo Pluma";Em andamento;07|Ajuste|Cons;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;E-MZXBeNfkOPwNzSgBCmUmUACyLW;PVF.SF#37.01|PVF#19|PVF.SF#36.01 - Envia de Clientes Cadastrados no SF ou Não  (PVF#37 (novo) pré-requisito PVF#01);07|Ajuste|Cons;;Em andamento;Média;"Giselli Schneider - Export Department;Kelvin Klein;Janpier Leidens - Programa Conecta";Jean Piere Moretto;2026-01-29;2026-01-15;2026-01-07;;true;;;;;19|Oracle/Ninecon;
PVF.SF#36.01;PVF.SF#36.01;PVF.SF#36.01;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;"Wendel Andrade - Ninecon; Leandro Rosa; Mario Junio da Silva; Osni Campos";Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;PIP-0WT27EGJbObCq3Zz9GUAPe0s;PVF.SF#37.01|PVF#19|PVF.SF#36.01;10|Deploy;;Concluída;Urgente;"Wendel Andrade - Ninecon;Leandro Rosa;;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-02-13;;;false;2026-02-27;Wendel Andrade - Ninecon;;;"Ninecon;Inicio SIT";Envia de Clientes Cadastrados no SF ou Não  (PVF#37 (novo) pré-requisito PVF#01)
PVF.SF#36.01.02;PVF.SF#36.01.02;PVF.SF#36.01.02;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Giselli Schneider - Export Department; Ana Claudia Schaffer | Contas a receber | Grupo Pluma; Kelvin Klein; Janpier Leidens - Programa Conecta";Não iniciado;09|Teste|Key User;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;gOr7ryvDDE-AbqAC097oa2UALuBR;PVF.SF#36.01.02 - Envia de títulos em Aberto (PVF#36 (novo) pré-requisito PVF#33);09|Teste|Key User;;Não iniciado;Média;"Giselli Schneider - Export Department;Ana Claudia Schaffer | Contas a receber | Grupo Pluma;Kelvin Klein;Janpier Leidens - Programa Conecta";Jean Piere Moretto;2026-01-29;2026-01-29;2026-01-15;;true;;;;;19|Oracle/Ninecon;
PVF.SF#36.01.02;PVF.SF#36.01.02;PVF.SF#36.01.02;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;"Wendel Andrade - Ninecon; Leandro Rosa; Mario Junio da Silva; Osni Campos";Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;8QXEXL59OUSkuEkOWMrhR2UAOXo2;PVF.SF#36.01.02;10|Deploy;;Concluída;Urgente;"Wendel Andrade - Ninecon;Leandro Rosa;;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-02-06;;;false;2026-03-12;;;;"Ninecon;Inicio SIT";Envia de títulos em Aberto (PVF#36 (novo) pré-requisito PVF#33)
PVF.SF#36.01.03;PVF.SF#36.01.03;PVF.SF#36.01.03;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Giselli Schneider - Export Department; Ana Claudia Schaffer | Contas a receber | Grupo Pluma; Kelvin Klein; Janpier Leidens - Programa Conecta";Não iniciado;09|Teste|Key User;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;wJQFpAf6WUav6T__zdFpbWUAEWg4;PVF.SF#36.01.03 - Envia de títulos Baixados  (PVF#36 (novo) pré-requisito PVF#33);09|Teste|Key User;;Não iniciado;Média;"Giselli Schneider - Export Department;Ana Claudia Schaffer | Contas a receber | Grupo Pluma;Kelvin Klein;Janpier Leidens - Programa Conecta";Jean Piere Moretto;2026-01-29;2026-02-12;2026-01-29;;true;;;;;19|Oracle/Ninecon;
PVF.SF#36.01.03;PVF.SF#36.01.03;PVF.SF#36.01.03;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;"Wendel Andrade - Ninecon; Leandro Rosa; Mario Junio da Silva; Osni Campos";Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;bPjqk2hekUWxk3eMsFuzVmUAOWtC;PVF.SF#36.01.03;10|Deploy;;Concluída;Urgente;"Wendel Andrade - Ninecon;Leandro Rosa;;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-02-18;;;false;2026-03-12;;;;"Ninecon;Inicio SIT";Envia de títulos Baixados  (PVF#36 (novo) pré-requisito PVF#33)
PVF.SF#37.01;PVF.SF#37.01;PVF.SF#37.01;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Giselli Schneider - Export Department; Kelvin Klein; Janpier Leidens - Programa Conecta; Ana Claudia Schaffer | Contas a receber | Grupo Pluma";Em andamento;07|Ajuste|Cons;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;E-MZXBeNfkOPwNzSgBCmUmUACyLW;PVF.SF#37.01|PVF#19|PVF.SF#36.01 - Envia de Clientes Cadastrados no SF ou Não  (PVF#37 (novo) pré-requisito PVF#01);07|Ajuste|Cons;;Em andamento;Média;"Giselli Schneider - Export Department;Kelvin Klein;Janpier Leidens - Programa Conecta";Jean Piere Moretto;2026-01-29;2026-01-15;2026-01-07;;true;;;;;19|Oracle/Ninecon;
PVF.SF#37.01;PVF.SF#37.01;PVF.SF#37.01;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;"Wendel Andrade - Ninecon; Leandro Rosa; Mario Junio da Silva; Osni Campos";Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;PIP-0WT27EGJbObCq3Zz9GUAPe0s;PVF.SF#37.01|PVF#19|PVF.SF#36.01;10|Deploy;;Concluída;Urgente;"Wendel Andrade - Ninecon;Leandro Rosa;;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-02-13;;;false;2026-02-27;Wendel Andrade - Ninecon;;;"Ninecon;Inicio SIT";Envia de Clientes Cadastrados no SF ou Não  (PVF#37 (novo) pré-requisito PVF#01)
PVF.SF.W78;PVF.SF.W78;PVF.SF.W78;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Giselli Schneider - Export Department; Ana Claudia Schaffer | Contas a receber | Grupo Pluma; Kelvin Klein; Janpier Leidens - Programa Conecta";Não iniciado;04|Doc. Técnica (ET);13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;rmsuSyZsSU27sNWUMB64x2UAOgYB;"PVF.SF#34.01|PVF#24|PVF.SF#19.01|PVF.SF.W78 - Envia dos Status para SF (Histórico de Pedidos); (PVF#34 (novo) pré-requisito  PVF#24)";04|Doc. Técnica (ET);;Não iniciado;Média;"Giselli Schneider - Export Department;Ana Claudia Schaffer | Contas a receber | Grupo Pluma;Kelvin Klein;Janpier Leidens - Programa Conecta";Jean Piere Moretto;2026-01-29;2025-12-26;2025-12-19;;true;;;;;19|Oracle/Ninecon;
PVF.SF.W78;PVF.SF.W78;PVF.SF.W78;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;"Jonatan Molossi; Leandro Rosa; Mario Junio da Silva; Osni Campos";Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;LH5Yd7oMDUCWU8hvarqQhWUAAoVu;PVF.SF#34.01|PVF#24|PVF.SF#19.01|PVF.SF.W78;10|Deploy;;Concluída;Urgente;"Jonatan Molossi;Leandro Rosa;;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-02-26;;;false;2026-04-07;;;;"Ninecon;Inicio SIT";"Envia dos Status para SF (Histórico de Pedidos); (PVF#34 (novo) pré-requisito  PVF#24)
Doc finalizado: PVF.SF#34.01"
PVF1.01.0010;PVF1.01.0010;PVF1.01.0010;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Leonardo Gomes; Giselli Schneider - Export Department";Não iniciado;09|Ajuste|Key User;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;mT8tTlEn5EiE-r6JcPJaVWUAAQwe;PVF#01 - PVF1.01.0010 - Ficha de Pré-Cadastro;09|Ajuste|Key User;;Não iniciado;Média;"Leonardo Gomes;Giselli Schneider - Export Department";Jean Piere Moretto;2026-01-29;2026-01-09;2025-12-26;;true;;;;;19|Oracle/Ninecon;
PVF1.01.0012;PVF1.01.0012;PVF1.01.0012;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Leonardo Gomes; Giselli Schneider - Export Department";Não iniciado;10|Deploy;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;T8VIPQDcJkOAC3tzAoAKzGUADeSg;PVF#02 - PVF1.01.0012 - Integração de validação;10|Deploy;;Não iniciado;Média;"Leonardo Gomes;Giselli Schneider - Export Department";Jean Piere Moretto;2026-01-29;2026-04-20;2026-04-17;;true;;;;;19|Oracle/Ninecon;
PVF1.01.0015;PVF1.01.0015;PVF1.01.0015;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Elab.Rot.Teste | 05|Em construção | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Leonardo Gomes; Giselli Schneider - Export Department";Não iniciado;05|Elab.Rot.Teste;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;-I75hZQq00mQj93h_hiPM2UAFP51;PVF#12 - PVF1.01.0015 - Carga de Dados;05|Elab.Rot.Teste;;Não iniciado;Média;"Leonardo Gomes;Giselli Schneider - Export Department";Jean Piere Moretto;2026-01-29;2026-04-06;2026-03-16;;true;;;;;19|Oracle/Ninecon;
PVF1.01.0020;PVF1.01.0020;PVF1.01.0020;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Leonardo Gomes; Giselli Schneider - Export Department";Em andamento;07|Ajuste|Cons;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;CzcMm9c7VkW3Rj5bpMt6rWUALyS7;PVF#16 - PVF1.01.0020 - Envio para Cloud;07|Ajuste|Cons;;Em andamento;Média;"Leonardo Gomes;Giselli Schneider - Export Department";Jean Piere Moretto;2026-01-29;2026-02-05;2026-01-28;;true;;;;;19|Oracle/Ninecon;
